source_json,image_index,product_index,detected_product_type,rubrique,categorie,famille,description,colors,price_box_regions,logo_regions,warnings,reference,name,size,price,confidence_reference,confidence_price
PHOTO-2026-06-08-16-18-46 2.json,1,4,Vases décoratifs en métal doré,Décoration > Objets décoratifs > Vases,,,"Set de trois vases décoratifs en métal doré avec un design géométrique antique et une finition brillante. Ces vases apportent une touche d'élégance et de sophistication à votre intérieur, parfaits pour décorer un salon, une salle à manger ou une entrée. Leur structure ouverte permet d'y disposer des fleurs ou des éléments décoratifs, créant une ambiance chaleureuse et moderne. Idéals pour compléter une décoration contemporaine ou élégante, ces vases peuvent être placés sur une table, une étagère ou un meuble d'appoint.","[""Jaune""]","[{""x_min"":0.07,""y_min"":0.05,""x_max"":0.23,""y_max"":0.11,""confidence"":0.9},{""x_min"":0.26,""y_min"":0.04,""x_max"":0.43,""y_max"":0.11,""confidence"":0.88},{""x_min"":0.47,""y_min"":0.03,""x_max"":0.62,""y_max"":0.11,""confidence"":0.85}]",[],[],2450/3,,,280.0,0.5,0.4
PHOTO-2026-06-08-16-18-46 3.json,1,1,Vases décoratifs,Décoration,Objets décoratifs,,"Ensemble de trois vases décoratifs en verre transparent avec une structure métallique dorée au design artistique et moderne. Ces vases apportent une touche élégante et raffinée à votre intérieur. Parfaits pour décorer un salon, une table basse ou une entrée, ils mettent en valeur des fleurs ou peuvent être utilisés seuls comme objets d'art pour enrichir la décoration de votre espace de vie.","[""Transparent"",""Doré""]","[{""x_min"":0.5632,""y_min"":0.0434,""x_max"":0.632,""y_max"":0.0818,""confidence"":0.9},{""x_min"":0.6576,""y_min"":0.0427,""x_max"":0.7112,""y_max"":0.0855,""confidence"":0.9}]",[],[],2447/3-1-2-3,Vases décoratifs en verre avec structure métallique dorée,,260.0,0.85,0.9
PHOTO-2026-06-08-16-18-46 3.json,1,2,Vases décoratifs,Décoration,Objets décoratifs,,"Ensemble de trois vases décoratifs en verre transparent avec une structure métallique dorée au design artistique et moderne. Ces vases apportent une touche élégante et raffinée à votre intérieur. Parfaits pour décorer un salon, une table basse ou une entrée, ils mettent en valeur des fleurs ou peuvent être utilisés seuls comme objets d'art pour enrichir la décoration de votre espace de vie.","[""Transparent"",""Doré""]","[{""x_min"":0.5632,""y_min"":0.0434,""x_max"":0.632,""y_max"":0.0818,""confidence"":0.9},{""x_min"":0.6576,""y_min"":0.0427,""x_max"":0.7112,""y_max"":0.0855,""confidence"":0.9}]",[],[],2447/3-1-2-3,Vases décoratifs en verre avec structure métallique dorée,,260.0,0.85,0.9
PHOTO-2026-06-08-16-18-46 3.json,1,3,Vases décoratifs,Décoration,Objets décoratifs,,"Ensemble de trois vases décoratifs en verre transparent avec une structure métallique dorée au design artistique et moderne. Ces vases apportent une touche élégante et raffinée à votre intérieur. Parfaits pour décorer un salon, une table basse ou une entrée, ils mettent en valeur des fleurs ou peuvent être utilisés seuls comme objets d'art pour enrichir la décoration de votre espace de vie.","[""Transparent"",""Doré""]","[{""x_min"":0.5632,""y_min"":0.0434,""x_max"":0.632,""y_max"":0.0818,""confidence"":0.9},{""x_min"":0.6576,""y_min"":0.0427,""x_max"":0.7112,""y_max"":0.0855,""confidence"":0.9}]",[],[],2447/3-1-2-3,Vases décoratifs en verre avec structure métallique dorée,,260.0,0.85,0.9
PHOTO-2026-06-08-16-18-46 4.json,1,1,Objets décoratifs en cristal et métal doré,Décoration,,,"Set de trois boîtes décoratives en verre transparent avec finitions dorées, ornées de caps en cristal et de finitions métalliques dorées. Ces éléments élégants peuvent servir de contenants décoratifs pour la maison ou un espace de réception, apportant une touche de luxe et de sophistication à votre intérieur marocain. Idéal pour embellir une table, une vitrine ou une étagère dans un salon ou une salle à manger, ils combinent esthétique raffinée et utilité decorative.","[""Transparent"",""Doré""]","[{""x_min"":0.85,""y_min"":0.02,""x_max"":0.92,""y_max"":0.11,""confidence"":0.95}]",[],[],,Objets décoratifs en cristal et métal doré,,280.0,0.0,0.95
PHOTO-2026-06-08-16-18-46 5.json,1,1,Vases,Décoration > Objets décoratifs > Vases,Vases décoratifs,,"Set de trois vases décoratifs en métal doré avec finition en cristal, au design élégant et moderne. Ces vases sont idéaux pour mettre en valeur des bouquets de fleurs ou comme pièce de décoration dans un salon, une salle à manger ou une chambre. Leur style sophistiqué et leur finition brillante apportent une touche de luxe et de raffinement à tout intérieur marocain contemporain.","[""Doré"",""Transparent""]","[{""x_min"":0.75,""y_min"":0.04,""x_max"":0.95,""y_max"":0.15,""confidence"":0.95}]",[],[],2458,Vase décoratif en métal doré avec détails en cristal,,28.0,0.9,0.9
PHOTO-2026-06-08-16-18-46 5.json,1,2,Vases,Décoration > Objets décoratifs > Vases,Vases décoratifs,,"Set de trois vases décoratifs en métal doré avec finition en cristal, au design élégant et moderne. Ces vases sont idéaux pour mettre en valeur des bouquets de fleurs ou comme pièce de décoration dans un salon, une salle à manger ou une chambre. Leur style sophistiqué et leur finition brillante apportent une touche de luxe et de raffinement à tout intérieur marocain contemporain.","[""Doré"",""Transparent""]","[{""x_min"":0.75,""y_min"":0.04,""x_max"":0.95,""y_max"":0.15,""confidence"":0.95}]",[],[],2458,Vase décoratif en métal doré avec détails en cristal,,28.0,0.9,0.9
PHOTO-2026-06-08-16-18-46 5.json,1,3,Vases,Décoration > Objets décoratifs > Vases,Vases décoratifs,,"Set de trois vases décoratifs en métal doré avec finition en cristal, au design élégant et moderne. Ces vases sont idéaux pour mettre en valeur des bouquets de fleurs ou comme pièce de décoration dans un salon, une salle à manger ou une chambre. Leur style sophistiqué et leur finition brillante apportent une touche de luxe et de raffinement à tout intérieur marocain contemporain.","[""Doré"",""Transparent""]","[{""x_min"":0.75,""y_min"":0.04,""x_max"":0.95,""y_max"":0.15,""confidence"":0.95}]",[],[],2458,Vase décoratif en métal doré avec détails en cristal,,28.0,0.9,0.9
PHOTO-2026-06-08-16-18-46 6.json,1,1,Vases,Décoration,Objets décoratifs,,"Vases décoratifs en finition miroir or brillant, de différentes formes et tailles. Leur design élégant et contemporary en fait des pièces idéales pour embellir un intérieur moderne. Ces vases peuvent être utilisés seuls ou avec des fleurs pour donner une touche de luxe et de luminosité à un salon, une salle à manger ou une entrée, tout en apportant une ambiance sophistiquée à votre décoration. Leur surface réfléchissante et leur style épuré s'intègrent parfaitement dans un intérieur tendance au Maroc.","[""Orange""]","[{""x_min"":0.795,""y_min"":0.03,""x_max"":0.885,""y_max"":0.13,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.26,""x_max"":0.84,""y_max"":0.36,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.56,""x_max"":0.84,""y_max"":0.66,""confidence"":0.99},{""x_min"":0.65,""y_min"":0.74,""x_max"":0.73,""y_max"":0.84,""confidence"":0.97},{""x_min"":0.585,""y_min"":0.86,""x_max"":0.67,""y_max"":0.96,""confidence"":0.95}]",[],[],,,,350.0,0.0,0.99
PHOTO-2026-06-08-16-18-46 6.json,1,2,Vases,Décoration,Objets décoratifs,,"Vases décoratifs en finition miroir or brillant, de différentes formes et tailles. Leur design élégant et contemporary en fait des pièces idéales pour embellir un intérieur moderne. Ces vases peuvent être utilisés seuls ou avec des fleurs pour donner une touche de luxe et de luminosité à un salon, une salle à manger ou une entrée, tout en apportant une ambiance sophistiquée à votre décoration. Leur surface réfléchissante et leur style épuré s'intègrent parfaitement dans un intérieur tendance au Maroc.","[""Orange""]","[{""x_min"":0.795,""y_min"":0.03,""x_max"":0.885,""y_max"":0.13,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.26,""x_max"":0.84,""y_max"":0.36,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.56,""x_max"":0.84,""y_max"":0.66,""confidence"":0.99},{""x_min"":0.65,""y_min"":0.74,""x_max"":0.73,""y_max"":0.84,""confidence"":0.97},{""x_min"":0.585,""y_min"":0.86,""x_max"":0.67,""y_max"":0.96,""confidence"":0.95}]",[],[],,,,2453.0,0.0,0.99
PHOTO-2026-06-08-16-18-46 6.json,1,3,Vases,Décoration,Objets décoratifs,,"Vases décoratifs en finition miroir or brillant, de différentes formes et tailles. Leur design élégant et contemporary en fait des pièces idéales pour embellir un intérieur moderne. Ces vases peuvent être utilisés seuls ou avec des fleurs pour donner une touche de luxe et de luminosité à un salon, une salle à manger ou une entrée, tout en apportant une ambiance sophistiquée à votre décoration. Leur surface réfléchissante et leur style épuré s'intègrent parfaitement dans un intérieur tendance au Maroc.","[""Orange""]","[{""x_min"":0.795,""y_min"":0.03,""x_max"":0.885,""y_max"":0.13,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.26,""x_max"":0.84,""y_max"":0.36,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.56,""x_max"":0.84,""y_max"":0.66,""confidence"":0.99},{""x_min"":0.65,""y_min"":0.74,""x_max"":0.73,""y_max"":0.84,""confidence"":0.97},{""x_min"":0.585,""y_min"":0.86,""x_max"":0.67,""y_max"":0.96,""confidence"":0.95}]",[],[],,,,350.0,0.0,0.99
PHOTO-2026-06-08-16-18-46 6.json,1,4,Vases,Décoration,Objets décoratifs,,"Vases décoratifs en finition miroir or brillant, de différentes formes et tailles. Leur design élégant et contemporary en fait des pièces idéales pour embellir un intérieur moderne. Ces vases peuvent être utilisés seuls ou avec des fleurs pour donner une touche de luxe et de luminosité à un salon, une salle à manger ou une entrée, tout en apportant une ambiance sophistiquée à votre décoration. Leur surface réfléchissante et leur style épuré s'intègrent parfaitement dans un intérieur tendance au Maroc.","[""Orange""]","[{""x_min"":0.795,""y_min"":0.03,""x_max"":0.885,""y_max"":0.13,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.26,""x_max"":0.84,""y_max"":0.36,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.56,""x_max"":0.84,""y_max"":0.66,""confidence"":0.99},{""x_min"":0.65,""y_min"":0.74,""x_max"":0.73,""y_max"":0.84,""confidence"":0.97},{""x_min"":0.585,""y_min"":0.86,""x_max"":0.67,""y_max"":0.96,""confidence"":0.95}]",[],[],,,,350.0,0.0,0.99
PHOTO-2026-06-08-16-18-46 6.json,1,5,Vases,Décoration,Objets décoratifs,,"Vases décoratifs en finition miroir or brillant, de différentes formes et tailles. Leur design élégant et contemporary en fait des pièces idéales pour embellir un intérieur moderne. Ces vases peuvent être utilisés seuls ou avec des fleurs pour donner une touche de luxe et de luminosité à un salon, une salle à manger ou une entrée, tout en apportant une ambiance sophistiquée à votre décoration. Leur surface réfléchissante et leur style épuré s'intègrent parfaitement dans un intérieur tendance au Maroc.","[""Orange""]","[{""x_min"":0.795,""y_min"":0.03,""x_max"":0.885,""y_max"":0.13,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.26,""x_max"":0.84,""y_max"":0.36,""confidence"":0.99},{""x_min"":0.75,""y_min"":0.56,""x_max"":0.84,""y_max"":0.66,""confidence"":0.99},{""x_min"":0.65,""y_min"":0.74,""x_max"":0.73,""y_max"":0.84,""confidence"":0.97},{""x_min"":0.585,""y_min"":0.86,""x_max"":0.67,""y_max"":0.96,""confidence"":0.95}]",[],[],,,,2453.0,0.0,0.99
PHOTO-2026-06-08-16-18-46 7.json,1,1,Objets décoratifs,Décoration,,,"Set de deux boîtes décoratives en métal doré avec accents en cristal, destinées à embellir un intérieur. Elles peuvent servir à organiser ou simplement décorer un espace dans un salon, une chambre ou une entrée, apportant une touche élégante et raffinée avec leur design scintillant et finition dorée.","[""Orange""]","[{""x_min"":0.796,""y_min"":0.036,""x_max"":0.862,""y_max"":0.096,""confidence"":0.9},{""x_min"":0.793,""y_min"":0.228,""x_max"":0.868,""y_max"":0.289,""confidence"":0.9}]",[],[],,,,0.25,0.0,0.9
PHOTO-2026-06-08-16-18-46.json,1,1,Vase décoratif en métal or,Décoration,,,"Ce vase décoratif en métal à finition or apporte une touche élégante et moderne à tout espace intérieur. Son design contemporain avec des formes variées et sa surface brillante créent un effet sophistiqué. Idéal pour mettre en valeur des fleurs ou simplement comme objet de décoration dans le salon, la chambre ou l'entrée, il enrichit le style de votre décoration en apportant une ambiance chaleureuse et raffinée.","[""Orange""]","[{""x_min"":0.77,""y_min"":0.09,""x_max"":0.84,""y_max"":0.18,""confidence"":0.8}]",[],[],2454,Vase décoratif en métal or,,350.0,0.9,0.95
PHOTO-2026-06-08-16-18-47 10.json,1,1,Vase décoration,Décoration,,,"Vase décoratif en verre transparent avec une base conique couleur or, conçu pour embellir un intérieur moderne. Ce vase élégant peut accueillir des fleurs ou être utilisé comme objet décoratif seul, apportant une touche sophistiquée à votre salon, chambre ou entrée. Son design épuré et ses matériaux nobles en font un élément incontournable pour une décoration contemporaine ou élégante dans un intérieur marocain sophistiqué.","[""Transparent"",""Orange""]","[{""x_min"":0.772,""y_min"":0.025,""x_max"":0.812,""y_max"":0.072,""confidence"":0.9}]",[],[],,Vase décoratif en verre transparent avec base dorée,,195.0,0.0,0.9
PHOTO-2026-06-08-16-18-47 2.json,1,1,Horloge de table décorative,Décoration,Objets décoratifs,Horloges,"Cette horloge de table luxueuse arbore un design élégant avec un cadre en métal doré et des éléments en marbre noir, apportant une touche sophistiquée à votre intérieur. Son style classique et raffiné en fait un objet idéal pour orner un salon, une salle à manger ou un bureau contemporain ou traditionnel. Elle combine praticité et décoration, apportant une ambiance chaleureuse tout en étant un élément fonctionnel pour connaître l'heure. Parfaite pour valoriser une décoration intérieure en style marocain ou moderne, cette horloge ajoutera une note d'élégance à tout espace.","[""Doré"",""Noir""]","[{""x_min"":0.805,""y_min"":0.057,""x_max"":0.922,""y_max"":0.143,""confidence"":0.95},{""x_min"":0.785,""y_min"":0.21,""x_max"":0.929,""y_max"":0.271,""confidence"":0.9}]",[],[],,,,320.0,0.0,0.95
PHOTO-2026-06-08-16-18-47 3.json,1,1,Décoration > Objets décoratifs > Vases,Décoration,,,"Paired decorative vases with a modern, abstract design featuring black ceramic surfaces accented with irregular, gold-colored metallic lines. These vases, with their contemporary artistic style, are ideal for enhancing the decor of living rooms, reception areas, or display shelves, adding a touch of elegance and sophistication to any interior space.","[""Noir"",""Orange""]","[{""x_min"":0.81,""y_min"":0.02,""x_max"":0.92,""y_max"":0.13,""confidence"":0.99}]",[],[],2586,Vase décoratif en céramique noir avec finitions dorées,,180.0,0.95,0.96
PHOTO-2026-06-08-16-18-47 3.json,1,2,Décoration > Objets décoratifs > Vases,Décoration,,,"Paired decorative vases with a modern, abstract design featuring black ceramic surfaces accented with irregular, gold-colored metallic lines. These vases, with their contemporary artistic style, are ideal for enhancing the decor of living rooms, reception areas, or display shelves, adding a touch of elegance and sophistication to any interior space.","[""Noir"",""Orange""]","[{""x_min"":0.81,""y_min"":0.02,""x_max"":0.92,""y_max"":0.13,""confidence"":0.99}]",[],[],2586,Vase décoratif en céramique noir avec finitions dorées,,180.0,0.95,0.96
PHOTO-2026-06-08-16-18-47 4.json,1,1,Ustensile de cuisine,Décoration,Objets décoratifs,Vases et objets décoratifs,"Vase décoratif en verre transparent avec finition gris foncé, posé sur une base en métal doré. Son design élégant et moderne en fait un élément idéal pour décorer une console ou une table basse dans un salon ou une entrée. Sa forme arrondie et sa transparence lui permettent d'accueillir des fleurs ou de servir comme objet de décoration autonome, apportant une touche sophistiquée à tout intérieur marocain contemporain.","[""Transparent"",""Gris"",""Doré""]","[{""x_min"":0.75,""y_min"":0.05,""x_max"":0.85,""y_max"":0.15,""confidence"":0.9}]","[{""x_min"":0.9,""y_min"":0.01,""x_max"":1.0,""y_max"":0.1,""confidence"":0.8}]",[],,,,160.0,0.0,0.9
